,7Li (KED_IS),23Na (KED_IS),24Mg (KED_IS),27Al (KED_IS),29Si (KED_IS),39K (KED_IS),44Ca (KED_IS),48Ti (KED_IS),52Cr (KED_IS),55Mn (KED_IS),56Fe (KED_IS),59Co (KED_IS),60Ni (KED_IS),63Cu (KED_IS),66Zn (KED_IS),88Sr (KED_IS),95Mo (KED_IS),111Cd (KED_IS),137Ba (KED_IS),208Pb (KED_IS)
63A_Disk_t1_Tot,5.393757447,178739.3036,4604.936508,978.7872504,677.4310594,1152.193771,2016.488182,16.43449352,1.12672798,53.56132713,820.5504872,1.785237484,5.078208276,3.729111212,485.4548656,35.4401603,2.602385536,0.038425755,43.52387278,0.588835045
63A_Disk_t2_Tot,8.191919692,191009.4059,6334.976403,4661.118366,813.7944145,1300.615488,2582.013139,23.45042603,1.431207311,70.3660387,1017.642966,2.086993289,6.948522093,3.697706488,513.5500373,44.94841851,1.687436857,0.182075891,47.17059625,0.49486869
63A_Disk_t3_Tot,6.106159461,201264.9049,7267.990344,1666.297035,852.0203701,1307.153265,3350.832909,31.24770846,114.9148699,94.79764903,1625.656639,4.298565845,47.31003671,8.237583134,584.1460822,54.27866732,2.935567474,0.094065973,31.53402881,0.406607217
63A_Disk_t4_Tot,7.983515018,186231.0966,8129.478465,98.10556921,869.4240564,1339.436916,3593.008633,31.84716669,0.796753284,111.8114971,1259.809336,3.60343328,8.025554976,4.015146345,638.5573021,54.37958029,1.58331221,0.057650446,47.49932287,0.373385148
63A_Disk_t7_Tot,7.028614728,193334.3935,10665.87497,112.6707103,1009.014608,1325.183481,4711.545113,43.63970808,0.722820183,163.765808,1411.91223,5.717532617,10.75511765,1.793510738,864.6990757,70.37897966,1.387742615,0.038633763,29.08911141,0.540202174
63A_Disk_t9_Tot,7.203335834,186319.2054,11034.30814,183.670039,768.5404636,1399.821823,4893.914949,46.87841179,1.441376274,190.1470641,1458.126769,6.290457624,14.22370541,1.332344606,870.4465258,72.24199423,1.782843474,0.128924961,32.80024752,0.526593521
63A_Disk_t15_Tot,6.541410956,192712.7185,13531.6769,76.72861548,913.2956806,1485.593266,5568.449917,48.3780692,9.361071307,192.9216421,1348.492572,4.927811846,13.37910697,1.492955216,1061.510243,77.0579018,1.906634742,0.079572109,31.7352438,0.406156358
63A_Disk_t18_Tot,11.30523799,184742.6939,13946.73237,123.3977087,990.274385,1467.563713,6322.612262,60.21492543,87.52152916,253.1895352,1645.056712,6.216585779,90.10904258,2.334329906,1272.339752,86.00704814,3.769760889,0.019597052,48.13729333,0.504635513
63A_Disk_t23_Tot,11.57315282,200393.7818,18253.24717,241.9552695,1346.074171,1621.419853,7647.701656,72.73447363,1.885583896,282.2642434,1230.749615,5.580052839,12.87335118,1.375479863,1469.521068,93.17099916,2.125194445,0.115581889,50.83177419,0.399269361
,,,,,,,,,,,,,,,,,,,,
BLANK,0.748,49.202,6.743,6.988,110.055,113.633,32.118,0.318,0.140,0.191,2.388,0.048,0.396,3.894,4.647,0.172,0.151,0.010,1.507,0.210
67C_Dust_t0_Tot,5.676578376,201147.1117,47.44959473,834.7998646,721.4349817,707.7357337,339.4971333,3.928981917,0.477058367,1.457032391,12.48906233,0.105398952,1.890775003,0.810203937,96.43411544,1.895901875,0.201426473,0.060942787,85.10357843,0.240775946
67C_Dust_t0.5_Tot,7.376636662,199224.3614,5425.715425,4598.880719,6034.956392,2991.055241,2085.343645,182.7568006,7.5684629,61.55979035,4992.920514,3.469229421,14.09374831,16.46768327,71.41298937,26.47321619,0.511689898,0.115612848,110.4357706,6.963302958
67C_Dust_t1_Tot,7.901595079,192882.6128,6275.044575,4448.173191,6646.317214,3142.254864,2618.841657,144.059795,6.839840607,69.77876736,5864.778211,3.699124167,9.616949898,18.54330441,65.23475877,32.38494031,0.707362568,0.248895616,61.04869573,7.608118968
67C_Dust_t2_Tot,9.011819371,206945.6987,7300.782537,3477.238791,3285.801454,2677.741465,2767.767747,159.4096571,5.350201295,74.02408157,5846.328674,3.739804597,7.925647815,17.63494525,59.81887584,35.92790855,0.599402344,0.09541454,90.5182833,8.001211568
67C_Dust_t3_Tot,12.93228686,209842.3461,13145.68825,4457.301596,5428.604027,4763.34357,4968.897338,104.9211784,6.810342349,124.8771753,8731.18257,5.808790389,11.30936666,24.83764501,106.6184554,46.36592681,0.862254849,0.123358651,104.8173454,11.67815344
67C_Dust_t4_Tot,8.625600866,191146.366,7732.143955,5032.830049,3805.001587,2722.304588,2868.130256,127.5202211,6.613339858,77.98852292,6066.767892,4.090305531,14.01772598,17.06474773,60.77243384,42.60670885,0.564097721,0.19064167,102.4280259,9.046500673
67C_Dust_t7_Tot,12.95586545,176782.5404,8065.58498,3426.360366,3337.702062,2595.195019,3959.469642,74.78736125,130.8976574,161.3889825,9027.046494,6.350543691,65.48780859,40.3645225,97.99540727,44.99597883,7.516553801,0.122563759,83.17502613,11.48304204
67C_Dust_t9_Tot,15.98476,201525.4845,7043.087216,3705.431679,4764.024661,3029.479131,3240.596184,106.5982036,7.086054279,83.11444722,4914.036629,4.499695814,13.40734313,16.48972412,77.04466773,44.22393985,0.878112354,0.12086269,90.09885302,7.986516765
67C_Dust_t15_Tot,5.89976435,185990.7119,7944.608788,7574.436935,12372.97677,4530.244429,3076.174202,395.5114039,237.0609202,93.20587398,7458.122996,6.844269141,153.0786049,16.93915568,98.35268058,52.37404584,4.076456567,0.121833455,118.6520032,8.392223259
67C_Dust_t18_Tot,7.895716511,189261.2871,8738.430043,5080.335147,9497.58943,3568.903603,3544.337643,168.3572801,15.72228822,86.79623764,5794.324469,5.213912937,25.86471225,17.39169891,675.2077539,46.653965,2.353741093,0.13817559,111.3763603,9.199322798
67C_Dust_t23_Tot,7.135824905,186931.0333,7496.143302,3496.061762,6104.980466,3136.525921,3740.030426,119.1690608,8.596355324,85.83605561,4966.101659,5.672797496,8.755000153,17.36354791,84.24039773,49.35687607,1.430471871,0.184683843,121.4961628,9.16676753
,,,,,,,,,,,,,,,,,,,,
BLANK,0.895,48.334,10.760,11.391,123.637,112.583,52.924,0.627,0.123,0.160,3.261,0.026,0.279,0.128,1.487,0.196,0.050,0.003,1.132,0.019
63C_Dust_t0_Tot,8.459721008,191165.554,29.98652251,915.3838027,874.7467774,794.1274083,43.2117281,1.357750403,0.611894045,1.88208643,15.80303028,0.336883506,4.056878789,0.805020485,82.67890129,1.352824876,0.28060302,0.061610034,78.05835192,0.172036279
63C_Dust_t0.5_Tot,8.192497527,169484.247,10698.29949,4928.462798,4575.465429,3343.01472,4406.649119,103.1744576,7.751956453,125.865329,9672.246027,9.368018984,14.14450447,18.01938974,129.3436101,40.01311985,0.833226909,0.188266702,97.12472369,13.18777471
63C_Dust_t1_Tot,13.50501716,192370.3555,6269.449208,5252.594584,5504.629013,3227.100063,2420.101558,103.4625422,6.567074384,69.33609099,6645.088615,6.613660848,10.3895608,14.0076152,53.54519863,32.83781357,0.800335589,0.22296712,103.1999412,10.08272802
63C_Dust_t2_Tot,10.66115298,170969.1887,8631.731667,2990.501208,2706.441763,3060.609682,3376.279968,59.70683859,5.051794871,103.7667525,7952.149846,8.474624879,16.84831625,15.92760307,70.81968694,41.31135349,0.878493338,0.16817876,51.49805109,12.30210797
63C_Dust_t3_Tot,8.265024294,179190.5386,8266.655755,3988.626316,4831.597377,3112.246651,3340.844015,96.06580906,6.608665316,98.97104488,9280.881387,9.039292195,13.66233528,18.41960498,82.93284163,42.2443519,1.046760795,0.268242837,82.12780565,13.70310338
63C_Dust_t4_Tot,13.21606721,149683.3237,9517.793134,6839.676939,9010.118783,3626.699693,4779.932111,300.7506359,11.25778975,137.2770951,10487.10398,10.30133775,23.75574911,18.90975672,79.63648816,50.71035948,1.315773677,0.293321651,104.4206748,15.5969899
63C_Dust_t7_Tot,9.968769141,160682.3348,9897.83273,4052.027046,3883.012528,2845.427789,4481.997294,97.66578871,10.92385503,123.9884944,9846.405313,9.837266589,16.44837859,20.50493059,96.48087622,53.32706515,1.346179021,0.226207386,105.4471955,16.04851145
63C_Dust_t9_Tot,10.99647007,165254.7537,9489.645937,4970.570353,7088.359721,3553.68432,4089.721242,176.2709064,8.524339122,109.6163807,7194.786286,8.940665218,16.26667056,16.01805886,153.5933594,51.39525017,1.531859269,0.285037367,83.26696898,13.64238894
63C_Dust_t15_Tot,4.330651388,163214.5299,9957.008767,2524.447394,3507.43159,2657.132395,3945.613847,58.41732229,8.323935056,108.4962819,7240.814001,8.690842731,14.34148277,19.79756488,110.4993596,49.94991312,3.693390317,0.227529098,68.31989024,12.65815994
63C_Dust_t18_Tot,4.229113612,159773.8883,5919.458818,3462.712891,4946.048087,2900.289399,2973.960072,142.0716004,38.89322623,83.22285261,5466.642509,7.761197777,48.87534375,13.4937139,105.5146798,45.2298676,2.673407865,0.097343426,96.46675041,10.71700945
63C_Dust_t23_Tot,7.86144826,175949.8961,10607.36451,4533.788083,5143.955718,3661.46949,4932.897245,107.6481015,17.84183558,130.9462953,7006.505633,10.24443735,22.61289584,20.88591123,128.9261804,55.97758519,1.877097025,0.180334885,93.28112822,14.89105245
Rinse,1.549,41.343,8.784,4.978,94.697,97.989,3.733,0.264,0.892,0.634,5.023,0.573,0.827,0.706,1.891,0.630,0.053,0.560,1.574,0.623
,,,,,,,,,,,,,,,,,,,,
Rinse,1.305,30.194,8.000,5.843,108.054,98.438,5.420,0.232,1.053,0.680,3.278,0.607,0.897,0.682,2.004,0.632,0.036,0.541,1.778,0.573
,,,,,,,,,,,,,,,,,,,,
BLANK,0.844,33.796,10.015,12.080,126.085,108.919,79.457,0.716,0.171,0.198,2.143,0.050,0.290,0.129,1.751,0.234,0.074,0.004,1.280,0.023
67B_Dust_t0_Tot,5.723634155,199425.4055,45.13485177,565.7227536,767.5937427,750.1900789,327.0301428,3.193311277,0.736161004,1.481239238,15.10475188,0.156095915,2.079918079,1.081784151,130.3721168,1.865871584,0.178829295,0.043175822,102.0896966,0.244284612
67B_Dust_t0.5_Tot,10.03915385,211415.1424,6185.197997,3547.772597,4191.964669,4465.515013,2454.451406,100.7490073,5.904836953,66.33455161,5019.847256,4.444853651,10.94965365,26.60295482,173.2310715,26.67723863,0.361259425,0.062237836,94.91367181,6.669414789
67B_Dust_t1_Tot,6.554530536,208843.3804,5446.706738,7548.004234,4785.425254,2697.878162,2551.557199,90.72486001,6.843727456,58.7807958,5359.172548,3.220691369,6.138655544,33.10797535,91.85004775,35.51139265,0.631323727,0.165349658,103.8817517,7.567448875
67B_Dust_t2_Tot,5.209855612,202750.8446,5080.74185,2177.943094,2171.604031,2314.777314,2272.989412,37.44816253,3.412859644,51.27142969,4644.016494,3.238555993,6.891166821,21.23142996,55.981336,34.32711973,0.469352205,0.183310986,72.55449144,6.476666532
67B_Dust_t3_Tot,9.312347058,197393.1153,5928.804957,5752.754902,5316.526699,2904.038251,2740.666166,124.8219583,13.24556103,67.55625667,5876.594296,4.422459371,26.06647367,25.91805739,90.45789492,39.42700579,1.003269004,0.160937942,172.2119207,8.096737046
67B_Dust_t4_Tot,9.790576687,189964.715,7290.106385,5719.575448,7851.096589,3415.225917,3143.075709,217.2123602,12.73148193,75.40385015,6745.440098,4.384911993,17.58501735,32.77247237,85.80692005,54.99110403,1.475594057,0.18221661,110.4138231,8.793867157
67B_Dust_t7_Tot,11.71725441,202215.833,11623.78281,4514.623371,5242.05782,3008.799082,4710.291939,112.0314342,11.74910216,121.0724444,8679.968176,6.432135567,54.65411645,32.87041337,89.29339977,53.62126382,0.642306107,0.226735818,73.03291873,11.56670733
67B_Dust_t9_Tot,9.429575909,198035.5866,7751.216942,3336.451153,4124.540764,2672.325803,3635.384319,103.9421503,6.391261439,73.09599439,4758.436253,4.473375474,10.47960376,25.10139313,106.9506047,47.35520116,4.564295238,0.214946894,67.28492928,7.75041476
67B_Dust_t15_Tot,5.683744607,192340.6723,6837.752208,4273.734869,7326.010589,3140.283939,3320.845273,171.8373063,26.09545358,73.24923918,5929.145127,5.292184839,24.90689578,29.11097656,151.3824992,47.93173317,2.031421407,0.102559119,83.68371929,7.281526199
67B_Dust_t18_Tot,7.876903773,202712.3478,8700.028054,2963.848288,3835.599785,2941.212742,3850.772581,101.4469158,55.04186975,82.84881272,4981.270702,6.856481975,50.44754145,31.26982671,161.4494124,54.10134122,2.135177971,0.077077368,93.10925238,9.159848938
67B_Dust_t23_Tot,6.885924188,211511.9812,9713.112838,4719.285949,7320.229635,3959.535004,4210.104504,208.2461521,28.58161873,110.4264365,6041.568551,7.317746123,25.80753595,28.01635361,129.1396876,59.78170047,1.459269698,0.239421272,106.7756159,10.39313737
,,,,,,,,,,,,,,,,,,,,
BLANK,0.464,43.713,9.162,10.161,89.747,99.121,45.596,0.405,0.135,0.167,3.553,0.033,0.303,0.098,1.321,0.169,0.042,0.007,1.042,0.019
63B_Dust_t0_Tot,8.241214456,236119.16,46.20012355,82.44197211,758.3219359,849.8784114,450.6641858,4.972860512,0.69002809,8.656339757,20.08709357,0.758964609,33.14391127,2.532283202,81.27477818,2.248419429,0.190671166,0,86.30080802,0.209081086
63B_Dust_t0.5_Tot,10.39459481,217054.2334,8904.558643,5343.657463,6609.778435,6786.758883,3795.526059,115.2025352,8.32356779,103.6269236,8475.048277,9.490339841,14.20928585,16.00840396,136.4516521,40.93424685,0.551393619,0.130812061,99.84484586,11.90686989
63B_Dust_t1_Tot,13.62472186,197727.8206,5717.259726,5294.161851,7271.676409,3607.408539,2780.159979,148.3578284,7.443355323,65.4675105,7196.633811,6.389507917,10.63371312,16.10873614,69.05107778,41.63770371,0.381664212,0.085137114,83.99333363,9.649503098
63B_Dust_t2_Tot,7.750790479,202690.8411,6005.513192,4253.774237,4685.669039,3186.361009,2898.90317,168.9365689,6.352780499,67.96297823,6057.005264,6.090518579,8.528916254,13.29523993,57.70635443,41.2419168,1.750125462,0.243449329,101.6533517,9.075626084
63B_Dust_t3_Tot,10.63801226,193818.2043,8437.340393,3428.665919,4130.265114,2828.022281,3930.109343,84.43825637,5.893957353,94.6669167,8794.733615,8.132430132,13.52371397,17.57037353,85.16569749,44.56667985,0.927408597,0.227487942,73.43837537,12.12066236
63B_Dust_t4_Tot,12.34140953,197841.9269,7436.49299,4985.827655,5391.785294,3073.863092,3465.818036,106.3926796,7.364457214,84.20569221,7716.638179,7.107447788,11.39513595,17.10387089,75.2295551,46.86494547,0.805699642,0.201755982,101.9980587,11.25487928
63B_Dust_t7_Tot,14.52252269,182879.59,9538.307527,3963.885988,5131.190483,3344.189207,4013.375707,149.684591,9.088549781,110.9637156,8928.858705,8.351568405,21.73774199,17.10583392,110.7952369,52.81632289,0.913575606,0.287143651,65.63574406,13.04698353
63B_Dust_t9_Tot,8.21352572,203294.7819,8853.262549,4988.199676,7185.509776,3709.774475,3986.809324,196.0663477,7.05494071,96.77388436,6374.24886,7.487079802,12.92405373,13.74172702,101.4109473,51.79271018,1.281926075,0.05990267,88.53283665,12.51710646
63B_Dust_t15_Tot,12.26905115,201280.9903,9856.957189,7109.560792,10105.2063,4604.559496,3863.190829,246.5653459,70.98056961,100.406149,8320.642156,8.914259586,53.183801,15.05743364,168.6504278,54.86787181,2.90251674,0.149340149,83.22801858,11.58059012
63B_Dust_t18_Tot,9.422146048,186065.7909,9130.164802,4693.68573,7594.662959,3328.936188,4673.573348,160.2255086,112.0994187,117.4635517,7568.600138,9.281828581,82.68962751,16.60417444,176.2203346,56.54442853,4.591128192,0.247139684,84.1552281,12.9309712
63B_Dust_t23_Tot,8.184795595,210773.7578,10065.5879,5124.215285,7690.565429,3579.457168,4649.801338,210.0394481,21.26411633,110.9621905,6794.194796,10.24056436,16.20735102,15.55942803,133.4700429,56.32396274,1.539531535,0.161327155,84.1679834,12.80331331
,,,,,,,,,,,,,,,,,,,,
BLANK,0.602,58.047,7.385,8.130,126.844,100.408,47.606,0.484,0.119,0.158,4.093,0.052,0.305,6.620,7.528,0.195,0.161,0.015,1.358,0.349
67D_Dust_t0_Tot,5.017314784,188057.6774,35.54174731,135.731028,830.8573079,8868.290655,32.71743896,1.068764361,1.316447232,7.313123202,40.67145187,0.97797695,17.16051553,1.472919141,102.3851849,1.095848282,27.47594694,0.0405675,58.14622963,0.146178718
67D_Dust_t0.5_Tot,9.680996446,193740.6095,4438.735568,2582.360291,2587.048769,9745.447852,1755.078188,53.85498209,5.695702819,43.95470315,3708.408255,3.302579546,7.648336141,59.12326551,69.36839353,24.54512707,26.53569428,0.235980476,58.28821018,5.034086038
67D_Dust_t1_Tot,7.993730925,207719.289,5225.677734,2074.781014,2690.554301,9229.986773,1960.382304,51.78011622,4.004403701,50.54596741,4299.556854,3.719061639,7.17620912,15.97182943,163.475374,33.3772857,28.76086499,0.210760142,63.84291814,5.157329727
67D_Dust_t2_Tot,8.688105468,178313.3608,5134.652622,1840.280017,2204.380558,7848.828413,2812.051815,47.37603472,3.88052728,65.96433491,4614.96971,4.125467009,7.231431754,15.02734979,40.48257526,41.67341778,29.05042339,0.171056512,70.26259487,5.833421795
67D_Dust_t3_Tot,5.221688243,171794.9028,6532.903773,1843.526328,2119.563277,8821.690379,2899.367253,43.58950357,3.450558785,68.25423958,4903.21039,4.621427755,8.538637396,17.08287949,45.43036435,42.53954217,28.57150289,0.207463073,60.57664157,6.82567964
67D_Dust_t4_Tot,9.437318191,196720.1626,7439.772558,2111.408356,2531.586089,9348.513171,3110.757612,50.81426126,4.578148391,87.50700675,5375.314304,5.270194453,62.41227121,15.12662471,68.83313792,44.47057371,28.3684346,0.167016178,61.83043431,6.652867254
67D_Dust_t7_Tot,7.153556741,182383.2962,8143.523563,2700.978419,3611.014944,9059.359059,3461.036319,65.53155178,5.2229865,89.15170896,5294.012116,5.350593096,22.19909976,14.50298249,70.30409812,51.47378651,27.67926789,0.100748965,57.12638763,7.779568615
67D_Dust_t9_Tot,6.665025072,180454.5458,7635.603295,1618.150945,2338.590651,9455.003154,3356.764729,42.83125085,6.467182731,93.64568018,3716.169361,5.344013524,14.53847419,16.66457694,73.90861834,50.15688551,29.55141722,0.20823173,56.72087597,6.550886683
67D_Dust_t15_Tot,3.929629463,177470.2991,8857.713968,2106.120351,2317.943606,8732.312356,4124.053479,56.58956746,18.8922393,113.5119583,5535.022952,6.609026014,27.87361442,16.78928585,98.25406367,58.27079399,29.2243438,0.06265734,65.84561328,7.444504316
67D_Dust_t18_Tot,4.059352766,173227.5022,8833.033392,1999.625984,2670.79726,9622.903448,3844.586365,65.03749614,127.7705516,115.4079638,4923.665867,8.42794563,109.9742614,14.00172009,148.3072857,62.8211703,29.85013447,0.104105555,80.59851531,6.918905222
67D_Dust_t23_Tot,3.960698973,183520.142,9557.533592,1782.864544,3020.68341,9279.656296,4729.980614,69.68182306,23.22297604,109.2251114,4188.281968,6.097481366,18.01763215,14.12138159,128.0608701,63.02627966,29.48876842,0.204887744,85.74238954,7.620392421
,,,,,,,,,,,,,,,,,,,,
BLANK,0.195,58.044,8.350,7.594,96.918,103.569,56.360,0.472,0.144,0.200,3.534,0.024,0.283,0.120,1.246,0.192,0.122,0.000,1.168,0.023
63D_Dust_t0_Tot,5.574034423,202004.0366,42.20455927,68.35600763,782.1590695,15428.72844,230.8943482,3.117463417,0.50228278,2.238109661,13.06025712,0.234906992,4.491742975,0.872319031,113.633257,1.5862449,19.91202248,0.042423234,84.02227146,0.316387708
63D_Dust_t0.5_Tot,9.98230382,182033.2522,8973.230395,3610.438348,3197.285545,15263.7044,3815.604778,96.95577949,5.23715665,113.6614806,9041.528163,9.596823075,12.67830531,17.65237366,128.8636476,36.69261017,39.94906326,0.131258187,71.54573084,12.39185996
63D_Dust_t1_Tot,10.12662613,201023.8378,8288.459534,2691.513588,2852.291305,13517.71075,3563.580896,59.02250166,5.049875626,96.34521393,7469.015701,8.114626168,13.77726091,16.46518456,79.48021131,39.00289202,37.73458997,0.202584699,62.86671351,11.26770096
63D_Dust_t2_Tot,10.524101,165500.2477,8913.885687,2808.477158,3052.397966,13013.51567,3712.806018,129.2968741,13.63410001,110.6984583,7831.494535,10.12583775,23.72093826,17.1100577,83.36895611,48.37140657,36.71612461,0.279896613,67.10761223,12.64796913
63D_Dust_t3_Tot,3.351173263,155746.9323,9252.475952,2864.149414,3468.437293,12035.64548,4283.919383,78.14319321,9.656004043,128.196629,9171.642585,10.98568772,22.07939887,16.79778128,86.00395862,55.68382509,39.70179399,0.231030391,65.42286637,13.91567677
63D_Dust_t4_Tot,9.243981628,169066.5489,9905.256272,5051.607779,4737.081394,13241.57704,4790.427337,95.08443642,6.321018843,147.2078437,10088.13044,11.40036189,21.03958308,16.18045953,96.83357368,55.97346806,37.10970097,0.16415574,77.1950817,12.23659797
63D_Dust_t7_Tot,10.29410755,187979.7298,13418.2868,3509.75717,3474.05839,14831.39762,5598.920582,105.8918358,7.498199223,156.4354651,11008.68579,13.86311812,25.07223473,15.97378897,134.598691,64.16298024,38.04836616,0.256109603,54.97657191,14.76017767
63D_Dust_t9_Tot,7.866666211,165199.8925,10064.18417,2251.097112,2403.328369,12556.61539,4830.970286,65.3852737,5.341006885,130.8483193,6635.113149,11.69037759,15.85699608,15.43832842,104.4821781,61.8542151,40.59870024,0.124704194,51.52185406,12.39716051
63D_Dust_t15_Tot,9.69223489,204438.4628,11271.57665,3012.910708,3139.99353,15168.48458,5205.116159,82.94671033,6.48899327,146.8277683,7936.231261,11.4762877,18.41812072,13.30161966,102.3988704,68.44283176,41.00987632,0.22683948,51.65466465,11.31319117
63D_Dust_t18_Tot,8.345639013,152379.8693,11527.38766,2929.138175,4892.648675,13150.1829,5698.890339,154.1208856,445.466119,196.2758668,9611.225704,23.76264541,303.8462074,16.30783076,560.8053736,74.98288587,40.97767889,0.377536655,62.65931739,14.27334459
63D_Dust_t23_Tot,6.963409809,189326.7884,12975.83036,3287.814495,5004.856405,14858.06342,6733.080752,153.723143,20.48741832,175.7107648,7482.996138,14.05086978,32.62469523,16.50659719,141.1100254,82.72797584,44.64353532,0.195187581,79.81339487,13.25227893
,,,,,,,,,,,,,,,,,,,,
BLANK,0.199,60.701,7.799,10.735,129.963,103.835,42.265,0.464,0.112,0.191,4.910,0.046,0.336,6.780,7.025,0.161,0.250,0.014,1.373,0.375
67A_Dust_t0_Tot,4.164239132,201673.3853,47.03709008,28467.42878,655.3617312,761.1502526,224.6409535,6.252690373,4.774521057,6.391063445,80.32554064,1.607172574,3.058778782,2.517814962,1058.086264,5.455330982,1.078097,0.021778982,82.83175518,0.272278092
67A_Dust_t0.5_Tot,8.763828784,189973.9272,8869.900941,4843.713823,3951.28465,3058.694647,4114.301889,144.7179987,56.3183553,218.2837758,7278.248051,11.03382962,235.1233518,18.17971573,137.0741544,63.41994662,1.286403548,0.234734708,149.7918721,7.913749567
67A_Dust_t1_Tot,9.496361049,189946.2168,12203.57221,3598.887635,4208.811333,2790.024266,5884.853221,111.2114218,7.101885621,282.8977924,8232.666595,8.496134593,24.47329615,15.00370238,92.09695218,81.94754787,0.546788037,0.249613249,97.36953032,7.785579684
67A_Dust_t2_Tot,6.206554147,156942.4609,15419.56085,3844.961338,5310.20158,2825.312775,7969.131416,166.4335266,12.87731559,431.3398206,9508.3463,10.51587095,36.74127243,11.12720477,110.5541229,111.2561088,0.305949489,0.127025854,110.7698819,8.587154238
67A_Dust_t3_Tot,10.89751584,188435.4065,20798.03634,4239.635233,5271.972317,3152.152651,9742.488634,173.0170712,6.552560041,569.7665266,11706.55554,11.855563,27.97486288,13.04340882,269.252559,119.4889924,0.790435647,0.24645271,132.9124889,10.06837815
67A_Dust_t4_Tot,9.892443533,176543.4385,20393.62217,4245.396519,6061.982546,3244.582406,10664.22654,205.3890612,7.786309009,673.2665334,11087.13979,13.91742866,42.9529428,12.78054481,109.5006497,133.9495451,0.374885394,0.233360002,140.628954,9.732618404
67A_Dust_t7_Tot,8.676297864,182286.6925,28572.38735,4355.453659,6592.3012,3170.678549,15885.25977,251.312382,8.996368561,915.9811937,10450.36635,14.18466005,32.27882943,11.14800327,100.4813254,176.4036935,0.421426426,0.286923613,129.4875758,10.62461384
67A_Dust_t9_Tot,8.183863107,159252.3833,33942.08398,3978.641004,6609.2448,3839.914302,16067.27043,276.9819336,8.969698901,880.0214856,8312.037555,14.42414044,36.02205182,13.01765706,330.586164,175.2172562,1.548118316,0.341785725,134.0873255,9.678410705
67A_Dust_t15_Tot,8.724875902,179364.2107,37709.88706,3453.819191,7970.430841,3082.503402,19423.23412,293.5794416,12.48156258,1067.320797,9213.222467,17.23969581,37.28490265,10.13319249,125.2248126,191.8003418,1.237736974,0.330564611,147.9193512,10.19183189
67A_Dust_t18_Tot,8.028654729,169631.9609,39165.00006,3631.077235,5089.889863,3242.368824,21426.55298,300.7175693,41.38245118,1157.84932,7845.725634,17.7157122,67.71903708,10.20464564,776.5970591,207.1524657,1.660009516,0.411959241,179.5184696,9.867780335
67A_Dust_t23_Tot,6.630520819,164657.9571,38562.93818,3153.811969,4465.392157,2896.097033,23281.93429,369.5764011,12.91948766,1184.551538,7318.00204,17.56207217,41.61717637,10.26485138,128.9425718,218.3959624,0.619544279,0.311345251,168.5496793,10.43323482
Rinse,1.168,42.425,8.559,7.742,98.445,102.909,5.058,0.232,1.027,0.755,5.283,0.686,1.045,0.737,1.959,0.630,0.044,0.551,1.938,0.540
,,,,,,,,,,,,,,,,,,,,
Rinse,0.809,38.353,8.463,6.293,94.454,105.336,3.901,0.241,0.995,0.736,3.448,0.640,0.956,0.750,1.981,0.509,0.028,0.648,1.844,0.613
,,,,,,,,,,,,,,,,,,,,
BLANK,0.631,51.047,6.745,7.238,132.241,115.952,30.541,0.384,0.111,0.175,2.284,0.045,0.324,6.805,7.481,0.148,0.204,0.022,1.274,0.336
63A_Dust_t0_Tot,4.19659814,238532.9212,51.29025702,12564.78917,830.3333728,805.7248914,177.4462021,3.023789283,1.44721705,3.56994735,36.46131822,0.221065071,2.346540348,1.288310289,137.6836013,1.725189738,0.257833097,0,99.05697481,0.155644913
63A_Dust_t0.5_Tot,8.331923858,183191.0867,13859.68077,6861.151008,8592.683306,4027.35361,5663.481994,231.091038,8.434161535,237.5789464,11778.83784,13.73703234,22.32527103,18.06434339,205.4555909,73.63724386,0.539370656,0.217569406,105.9884097,16.04078502
63A_Dust_t1_Tot,6.633288713,195605.4983,13575.73902,3621.937968,4198.442816,2982.020889,6795.607085,108.4578304,6.647240529,385.8550684,10649.22699,14.91888554,25.99678549,13.05950154,197.9589948,84.09537205,0.403789362,0.244857873,96.90383068,12.00969212
63A_Dust_t2_Tot,8.796534331,163854.8587,18513.14522,3161.50057,3247.691157,2859.885372,10346.37751,123.4627276,6.504409544,579.203054,15881.80308,21.94022763,35.57864903,18.38390638,143.1410287,121.782769,0.447190856,0.381681998,116.4909852,17.90346031
63A_Dust_t3_Tot,8.594623214,171994.6295,20904.01313,3655.032044,3416.937554,3108.412956,12237.07752,147.9098927,6.351856965,693.6553872,18601.08479,23.40180557,36.07309847,20.1811451,140.4254556,143.2078652,0.638124578,0.344661291,118.6868113,19.97509573
63A_Dust_t4_Tot,10.08365881,159400.8532,25324.89381,3855.761481,5086.686499,2875.051221,14614.85617,212.5694145,7.43807494,854.1958135,18398.29977,25.8719731,54.10557777,19.97567275,111.3987192,161.7193882,0.520562475,0.428781762,120.5675048,23.172551
63A_Dust_t7_Tot,8.774927775,170848.7526,34829.57753,3571.311869,3635.751601,3158.376598,18458.32611,212.2075361,6.311406041,1026.400875,18696.11078,27.82831755,42.01174999,18.78903592,128.2931214,191.2526341,0.494211243,0.350393716,104.026228,23.4211065
